| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  173  |    50.04%    |    0.6936     |      49.67%       |      49.43%      |
|  174  |    50.18%    |    0.6931     |      49.68%       |      49.57%      |
|  175  |    49.96%    |    0.6925     |      49.76%       |      49.57%      |
|  176  |    49.89%    |    0.6929     |      49.70%       |      49.64%      |
|  177  |    50.29%    |    0.6932     |      49.73%       |      49.50%      |
|  178  |    49.75%    |    0.6931     |      49.70%       |      49.50%      |
|  179  |    49.63%    |    0.6932     |      49.77%       |      49.72%      |
|  180  |    50.24%    |    0.6950     |      49.76%       |      49.50%      |
|  181  |    50.07%    |    0.6932     |      49.69%       |      49.57%      |
|  182  |    50.29%    |    0.6933     |      49.72%       |      49.72%      |
|  183  |    49.97%    |    0.6936     |      50.26%       |      50.28%      |
|  184  |    49.82%    |    0.6933     |      50.31%       |      50.64%      |
|  185  |    50.27%    |    0.6931     |      50.30%       |      50.57%      |
|  186  |    50.03%    |    0.6950     |      50.29%       |      50.36%      |
|  187  |    50.03%    |    0.6935     |      49.74%       |      49.57%      |
|  188  |    49.82%    |    0.6933     |      49.69%       |      49.72%      |
|  189  |    49.96%    |    0.6926     |      50.32%       |      50.50%      |
|  190  |    50.10%    |    0.6944     |      49.70%       |      49.50%      |
|  191  |    49.97%    |    0.6930     |      50.26%       |      50.28%      |
|  192  |    50.41%    |    0.6931     |      50.28%       |      50.50%      |
|  193  |    49.92%    |    0.6919     |      49.71%       |      49.64%      |
|  194  |    49.96%    |    0.6930     |      50.03%       |      50.50%      |
|  195  |    50.24%    |    0.6936     |      49.69%       |      49.79%      |
|  196  |    49.70%    |    0.6935     |      50.28%       |      50.57%      |
|  197  |    49.78%    |    0.6931     |      49.73%       |      49.72%      |
|  198  |    49.51%    |    0.6932     |      49.76%       |      49.72%      |
|  199  |    49.95%    |    0.6922     |      49.77%       |      49.57%      |
|  200  |    49.69%    |    0.6930     |      50.28%       |      50.43%      |
