| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  161  |    50.30%    |    0.6934     |      50.50%       |      50.29%      |
|  162  |    50.32%    |    0.6927     |      50.48%       |      50.29%      |
|  163  |    50.31%    |    0.6933     |      50.52%       |      50.22%      |
|  164  |    50.32%    |    0.6928     |      50.58%       |      50.22%      |
|  165  |    50.31%    |    0.6927     |      50.53%       |      50.58%      |
|  166  |    50.31%    |    0.6930     |      50.48%       |      50.44%      |
|  167  |    50.31%    |    0.6927     |      50.55%       |      50.44%      |
|  168  |    50.31%    |    0.6930     |      50.53%       |      50.58%      |
|  169  |    50.31%    |    0.6937     |      50.56%       |      50.29%      |
|  170  |    50.30%    |    0.6933     |      50.53%       |      50.22%      |
|  171  |    50.31%    |    0.6932     |      50.53%       |      50.37%      |
|  172  |    50.31%    |    0.6933     |      50.60%       |      50.29%      |
|  173  |    50.32%    |    0.6926     |      50.54%       |      50.44%      |
|  174  |    50.32%    |    0.6926     |      50.49%       |      50.37%      |
|  175  |    50.31%    |    0.6935     |      50.56%       |      50.22%      |
|  176  |    50.31%    |    0.6937     |      50.52%       |      50.37%      |
|  177  |    50.30%    |    0.6935     |      50.57%       |      50.44%      |
|  178  |    50.31%    |    0.6936     |      50.51%       |      50.29%      |
|  179  |    50.31%    |    0.6930     |      50.48%       |      50.29%      |
|  180  |    50.31%    |    0.6928     |      50.53%       |      50.29%      |
|  181  |    50.31%    |    0.6931     |      50.56%       |      50.37%      |
|  182  |    50.31%    |    0.6927     |      50.50%       |      50.29%      |
|  183  |    50.32%    |    0.6928     |      50.56%       |      50.37%      |
|  184  |    50.32%    |    0.6932     |      50.59%       |      50.37%      |
|  185  |    50.30%    |    0.6931     |      50.55%       |      50.37%      |
|  186  |    50.31%    |    0.6934     |      50.58%       |      50.44%      |
|  187  |    50.31%    |    0.6930     |      50.50%       |      50.37%      |
|  188  |    50.31%    |    0.6932     |      50.52%       |      50.37%      |
|  189  |    50.31%    |    0.6935     |      50.51%       |      50.29%      |
|  190  |    50.30%    |    0.6941     |      50.54%       |      50.51%      |
|  191  |    50.32%    |    0.6931     |      50.53%       |      50.58%      |
|  192  |    50.32%    |    0.6933     |      50.58%       |      50.37%      |
|  193  |    50.30%    |    0.6936     |      50.49%       |      50.29%      |
|  194  |    50.30%    |    0.6932     |      50.46%       |      50.29%      |
|  195  |    50.31%    |    0.6933     |      50.54%       |      50.29%      |
|  196  |    50.31%    |    0.6936     |      50.51%       |      50.29%      |
|  197  |    50.31%    |    0.6931     |      50.53%       |      50.44%      |
|  198  |    50.31%    |    0.6932     |      50.58%       |      50.37%      |
|  199  |    50.33%    |    0.6925     |      50.53%       |      50.22%      |
|  200  |    50.32%    |    0.6926     |      50.47%       |      50.15%      |
