| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  124  |    50.09%    |    0.6930     |      50.06%       |      50.14%      |
|  125  |    50.10%    |    0.6930     |      50.13%       |      50.00%      |
|  126  |    50.10%    |    0.6932     |      50.17%       |      50.21%      |
|  127  |    50.09%    |    0.6931     |      50.10%       |      50.14%      |
|  128  |    50.10%    |    0.6930     |      50.12%       |      50.21%      |
|  129  |    50.11%    |    0.6929     |      50.12%       |      50.00%      |
|  130  |    50.10%    |    0.6933     |      50.15%       |      50.21%      |
|  131  |    50.09%    |    0.6930     |      50.08%       |      50.00%      |
|  132  |    50.09%    |    0.6933     |      50.17%       |      50.14%      |
|  133  |    50.11%    |    0.6930     |      50.15%       |      50.21%      |
|  134  |    50.10%    |    0.6934     |      50.16%       |      50.21%      |
|  135  |    50.11%    |    0.6933     |      50.16%       |      50.21%      |
|  136  |    50.10%    |    0.6932     |      50.11%       |      50.07%      |
|  137  |    50.09%    |    0.6932     |      50.09%       |      50.14%      |
|  138  |    50.09%    |    0.6932     |      50.08%       |      50.07%      |
|  139  |    50.09%    |    0.6930     |      50.12%       |      50.14%      |
|  140  |    50.10%    |    0.6931     |      50.12%       |      50.28%      |
|  141  |    50.10%    |    0.6930     |      50.12%       |      50.00%      |
|  142  |    50.09%    |    0.6933     |      50.12%       |      50.21%      |
|  143  |    50.10%    |    0.6931     |      50.17%       |      50.36%      |
|  144  |    50.09%    |    0.6930     |      50.10%       |      50.14%      |
|  145  |    50.09%    |    0.6934     |      50.13%       |      50.21%      |
|  146  |    50.10%    |    0.6931     |      50.15%       |      50.21%      |
|  147  |    50.10%    |    0.6932     |      50.17%       |      50.21%      |
|  148  |    50.10%    |    0.6931     |      50.15%       |      50.21%      |
|  149  |    50.10%    |    0.6929     |      50.18%       |      50.36%      |
|  150  |    50.10%    |    0.6930     |      50.15%       |      50.21%      |
|  151  |    50.11%    |    0.6931     |      50.13%       |      50.00%      |
|  152  |    50.10%    |    0.6930     |      50.12%       |      50.14%      |
|  153  |    50.10%    |    0.6931     |      50.14%       |      50.07%      |
|  154  |    50.10%    |    0.6930     |      50.17%       |      50.14%      |
|  155  |    50.10%    |    0.6931     |      50.14%       |      50.07%      |
|  156  |    50.09%    |    0.6930     |      50.08%       |      50.00%      |
|  157  |    50.11%    |    0.6932     |      50.10%       |      50.07%      |
|  158  |    50.09%    |    0.6932     |      50.13%       |      50.28%      |
|  159  |    50.10%    |    0.6933     |      50.16%       |      50.21%      |
|  160  |    50.10%    |    0.6931     |      50.15%       |      50.14%      |
|  161  |    50.09%    |    0.6931     |      50.17%       |      50.00%      |
|  162  |    50.10%    |    0.6931     |      50.10%       |      49.93%      |
|  163  |    50.10%    |    0.6931     |      50.15%       |      50.07%      |
|  164  |    50.09%    |    0.6930     |      50.05%       |      50.14%      |
|  165  |    50.10%    |    0.6930     |      50.12%       |      50.36%      |
|  166  |    50.10%    |    0.6930     |      50.12%       |      50.21%      |
|  167  |    50.11%    |    0.6931     |      50.08%       |      49.93%      |
|  168  |    50.10%    |    0.6932     |      50.11%       |      50.14%      |
|  169  |    50.10%    |    0.6931     |      50.20%       |      50.21%      |
|  170  |    50.11%    |    0.6931     |      50.18%       |      50.21%      |
|  171  |    50.10%    |    0.6931     |      50.15%       |      50.07%      |
|  172  |    50.09%    |    0.6930     |      50.11%       |      50.07%      |
|  173  |    50.09%    |    0.6931     |      50.14%       |      50.07%      |
|  174  |    50.10%    |    0.6932     |      50.10%       |      50.07%      |
|  175  |    50.10%    |    0.6933     |      50.10%       |      50.14%      |
|  176  |    50.11%    |    0.6929     |      50.10%       |      50.00%      |
|  177  |    50.11%    |    0.6932     |      50.12%       |      50.28%      |
|  178  |    50.10%    |    0.6929     |      50.15%       |      50.43%      |
|  179  |    50.10%    |    0.6931     |      50.12%       |      50.14%      |
|  180  |    50.09%    |    0.6932     |      50.15%       |      50.14%      |
|  181  |    50.11%    |    0.6930     |      50.10%       |      50.00%      |
|  182  |    50.10%    |    0.6932     |      50.10%       |      50.21%      |
|  183  |    50.09%    |    0.6932     |      50.14%       |      50.07%      |
|  184  |    50.11%    |    0.6930     |      50.16%       |      50.14%      |
|  185  |    50.10%    |    0.6931     |      50.10%       |      50.07%      |
|  186  |    50.10%    |    0.6930     |      50.15%       |      50.21%      |
|  187  |    50.10%    |    0.6931     |      50.18%       |      50.14%      |
|  188  |    50.10%    |    0.6931     |      50.14%       |      50.07%      |
|  189  |    50.08%    |    0.6933     |      50.16%       |      50.21%      |
|  190  |    50.09%    |    0.6931     |      50.17%       |      50.07%      |
|  191  |    50.09%    |    0.6933     |      50.18%       |      50.21%      |
|  192  |    50.10%    |    0.6933     |      50.09%       |      50.21%      |
|  193  |    50.09%    |    0.6932     |      50.13%       |      50.14%      |
|  194  |    50.10%    |    0.6932     |      50.13%       |      49.93%      |
|  195  |    50.10%    |    0.6931     |      50.08%       |      50.00%      |
|  196  |    50.11%    |    0.6930     |      50.13%       |      50.07%      |
|  197  |    50.10%    |    0.6931     |      50.11%       |      49.93%      |
|  198  |    50.09%    |    0.6931     |      50.17%       |      50.14%      |
|  199  |    50.09%    |    0.6932     |      50.15%       |      50.07%      |
|  200  |    50.09%    |    0.6932     |      50.18%       |      50.21%      |
