| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  123  |    50.34%    |    0.6934     |      49.92%       |      50.00%      |
|  124  |    50.35%    |    0.6934     |      50.02%       |      50.07%      |
|  125  |    50.34%    |    0.6931     |      50.01%       |      50.00%      |
|  126  |    50.35%    |    0.6928     |      50.02%       |      50.07%      |
|  127  |    50.35%    |    0.6931     |      49.98%       |      49.93%      |
|  128  |    50.36%    |    0.6936     |      49.96%       |      50.00%      |
|  129  |    50.36%    |    0.6931     |      50.03%       |      49.93%      |
|  130  |    50.35%    |    0.6930     |      50.01%       |      49.79%      |
|  131  |    50.35%    |    0.6925     |      49.99%       |      49.93%      |
|  132  |    50.34%    |    0.6938     |      50.02%       |      50.21%      |
|  133  |    50.35%    |    0.6929     |      50.01%       |      50.14%      |
|  134  |    50.35%    |    0.6933     |      49.99%       |      49.93%      |
|  135  |    50.36%    |    0.6931     |      49.97%       |      50.07%      |
|  136  |    50.35%    |    0.6930     |      49.93%       |      50.07%      |
|  137  |    50.35%    |    0.6930     |      49.99%       |      50.00%      |
|  138  |    50.36%    |    0.6928     |      50.01%       |      50.00%      |
|  139  |    50.35%    |    0.6928     |      49.96%       |      49.93%      |
|  140  |    50.35%    |    0.6933     |      49.98%       |      49.64%      |
|  141  |    50.34%    |    0.6931     |      49.97%       |      49.86%      |
|  142  |    50.36%    |    0.6932     |      49.96%       |      49.79%      |
|  143  |    50.35%    |    0.6932     |      49.96%       |      49.86%      |
|  144  |    50.35%    |    0.6937     |      49.99%       |      49.79%      |
|  145  |    50.35%    |    0.6930     |      49.93%       |      49.86%      |
|  146  |    50.34%    |    0.6932     |      50.01%       |      49.86%      |
|  147  |    50.35%    |    0.6931     |      49.91%       |      49.86%      |
|  148  |    50.33%    |    0.6937     |      49.96%       |      49.93%      |
|  149  |    50.34%    |    0.6935     |      50.03%       |      49.79%      |
|  150  |    50.36%    |    0.6932     |      50.00%       |      50.14%      |
|  151  |    50.36%    |    0.6926     |      49.98%       |      50.00%      |
|  152  |    50.34%    |    0.6930     |      49.97%       |      49.86%      |
|  153  |    50.34%    |    0.6930     |      50.00%       |      49.86%      |
|  154  |    50.35%    |    0.6932     |      50.01%       |      49.93%      |
|  155  |    50.34%    |    0.6928     |      50.01%       |      49.93%      |
|  156  |    50.35%    |    0.6929     |      50.03%       |      49.93%      |
|  157  |    50.35%    |    0.6929     |      49.96%       |      50.00%      |
|  158  |    50.36%    |    0.6937     |      50.01%       |      50.07%      |
|  159  |    50.35%    |    0.6936     |      50.02%       |      50.00%      |
|  160  |    50.35%    |    0.6927     |      50.06%       |      50.14%      |
|  161  |    50.35%    |    0.6931     |      49.97%       |      50.00%      |
|  162  |    50.35%    |    0.6927     |      50.00%       |      50.00%      |
|  163  |    50.34%    |    0.6927     |      50.03%       |      50.21%      |
|  164  |    50.35%    |    0.6929     |      49.99%       |      49.79%      |
|  165  |    50.34%    |    0.6933     |      49.99%       |      50.00%      |
|  166  |    50.34%    |    0.6927     |      49.96%       |      49.86%      |
|  167  |    50.35%    |    0.6934     |      49.94%       |      49.86%      |
|  168  |    50.34%    |    0.6932     |      49.96%       |      49.86%      |
|  169  |    50.34%    |    0.6935     |      49.99%       |      49.93%      |
|  170  |    50.34%    |    0.6934     |      50.00%       |      49.79%      |
|  171  |    50.34%    |    0.6932     |      50.02%       |      49.86%      |
|  172  |    50.36%    |    0.6927     |      49.98%       |      49.93%      |
|  173  |    50.36%    |    0.6929     |      50.02%       |      49.79%      |
|  174  |    50.36%    |    0.6931     |      49.94%       |      49.86%      |
|  175  |    50.36%    |    0.6928     |      49.98%       |      50.00%      |
|  176  |    50.35%    |    0.6928     |      49.99%       |      49.79%      |
|  177  |    50.35%    |    0.6931     |      49.93%       |      49.64%      |
|  178  |    50.35%    |    0.6934     |      49.98%       |      49.86%      |
|  179  |    50.34%    |    0.6936     |      49.96%       |      49.86%      |
|  180  |    50.36%    |    0.6932     |      50.04%       |      50.07%      |
|  181  |    50.35%    |    0.6932     |      49.96%       |      49.86%      |
|  182  |    50.34%    |    0.6931     |      49.96%       |      49.93%      |
|  183  |    50.34%    |    0.6938     |      50.01%       |      50.00%      |
|  184  |    50.33%    |    0.6939     |      50.01%       |      50.07%      |
|  185  |    50.34%    |    0.6935     |      50.01%       |      50.00%      |
|  186  |    50.35%    |    0.6935     |      49.94%       |      49.86%      |
|  187  |    50.35%    |    0.6932     |      50.01%       |      50.00%      |
|  188  |    50.36%    |    0.6930     |      50.00%       |      49.86%      |
|  189  |    50.35%    |    0.6929     |      49.98%       |      50.00%      |
|  190  |    50.35%    |    0.6934     |      49.95%       |      49.72%      |
|  191  |    50.36%    |    0.6928     |      49.96%       |      49.79%      |
|  192  |    50.35%    |    0.6936     |      49.91%       |      49.86%      |
|  193  |    50.35%    |    0.6927     |      49.96%       |      50.00%      |
|  194  |    50.36%    |    0.6930     |      49.97%       |      49.93%      |
|  195  |    50.35%    |    0.6931     |      49.97%       |      50.00%      |
|  196  |    50.36%    |    0.6932     |      49.99%       |      49.86%      |
|  197  |    50.35%    |    0.6933     |      49.97%       |      49.79%      |
|  198  |    50.35%    |    0.6931     |      50.01%       |      49.72%      |
|  199  |    50.35%    |    0.6932     |      49.96%       |      50.07%      |
|  200  |    50.36%    |    0.6929     |      50.02%       |      50.00%      |
