| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  168  |    67.56%    |    0.5737     |      64.82%       |      65.85%      |
|  169  |    67.64%    |    0.5841     |      64.98%       |      66.43%      |
|  170  |    67.61%    |    0.5899     |      64.95%       |      66.68%      |
|  171  |    67.62%    |    0.5730     |      64.82%       |      66.55%      |
|  172  |    67.68%    |    0.5791     |      64.97%       |      66.51%      |
|  173  |    67.66%    |    0.5943     |      64.91%       |      66.64%      |
|  174  |    67.17%    |    0.5786     |      64.85%       |      66.90%      |
|  175  |    67.79%    |    0.5883     |      64.75%       |      66.11%      |
|  176  |    67.50%    |    0.5715     |      64.82%       |      66.85%      |
|  177  |    67.21%    |    0.5678     |      64.87%       |      66.61%      |
|  178  |    67.41%    |    0.5815     |      64.90%       |      66.36%      |
|  179  |    67.78%    |    0.5847     |      64.81%       |      67.16%      |
|  180  |    67.77%    |    0.5894     |      64.83%       |      66.20%      |
|  181  |    67.63%    |    0.5863     |      64.85%       |      66.40%      |
|  182  |    67.59%    |    0.5779     |      64.92%       |      66.20%      |
|  183  |    67.71%    |    0.5789     |      64.82%       |      66.52%      |
|  184  |    67.85%    |    0.5900     |      64.92%       |      66.82%      |
|  185  |    67.67%    |    0.5844     |      64.82%       |      66.66%      |
|  186  |    67.43%    |    0.5679     |      65.02%       |      67.25%      |
|  187  |    67.30%    |    0.5766     |      64.86%       |      66.59%      |
|  188  |    67.58%    |    0.5736     |      65.00%       |      66.77%      |
|  189  |    67.82%    |    0.5756     |      64.83%       |      66.82%      |
|  190  |    67.66%    |    0.5735     |      64.82%       |      66.29%      |
|  191  |    67.53%    |    0.5756     |      64.87%       |      66.31%      |
|  192  |    67.62%    |    0.5697     |      64.96%       |      66.46%      |
|  193  |    67.61%    |    0.5882     |      64.95%       |      66.39%      |
|  194  |    67.48%    |    0.5818     |      64.96%       |      66.57%      |
|  195  |    67.46%    |    0.5816     |      64.97%       |      66.75%      |
|  196  |    67.76%    |    0.5903     |      64.92%       |      66.56%      |
|  197  |    67.92%    |    0.5791     |      64.84%       |      66.37%      |
|  198  |    67.64%    |    0.5696     |      65.00%       |      66.84%      |
|  199  |    67.74%    |    0.5844     |      64.92%       |      66.47%      |
|  200  |    67.55%    |    0.5861     |      64.95%       |      66.73%      |
