| Epoch | Training Acc. | Loss | Overall Acc. | Last Bit Acc. |
|  171  |    67.16%    |    0.5914     |      65.29%       |      66.69%      |
|  172  |    67.23%    |    0.5999     |      65.40%       |      66.95%      |
|  173  |    67.34%    |    0.5569     |      65.22%       |      66.67%      |
|  174  |    67.17%    |    0.5789     |      65.23%       |      66.49%      |
|  175  |    67.24%    |    0.5841     |      65.23%       |      66.72%      |
|  176  |    67.23%    |    0.6017     |      65.39%       |      66.87%      |
|  177  |    67.28%    |    0.5999     |      65.17%       |      66.84%      |
|  178  |    67.20%    |    0.5967     |      65.19%       |      66.69%      |
|  179  |    67.42%    |    0.5841     |      65.21%       |      66.42%      |
|  180  |    67.25%    |    0.5805     |      65.36%       |      66.88%      |
|  181  |    67.27%    |    0.6034     |      65.18%       |      66.56%      |
|  182  |    67.15%    |    0.5853     |      65.20%       |      66.56%      |
|  183  |    67.32%    |    0.5810     |      65.30%       |      66.96%      |
|  184  |    67.27%    |    0.5754     |      65.38%       |      66.72%      |
|  185  |    67.30%    |    0.5978     |      65.16%       |      66.93%      |
|  186  |    67.39%    |    0.5986     |      65.31%       |      66.78%      |
|  187  |    67.32%    |    0.5944     |      65.40%       |      67.04%      |
|  188  |    67.29%    |    0.5702     |      65.30%       |      66.82%      |
|  189  |    67.28%    |    0.5670     |      65.28%       |      66.72%      |
|  190  |    67.38%    |    0.5899     |      65.36%       |      66.68%      |
|  191  |    67.37%    |    0.5960     |      65.24%       |      66.87%      |
|  192  |    67.39%    |    0.5786     |      65.40%       |      67.19%      |
|  193  |    67.33%    |    0.5865     |      65.07%       |      66.40%      |
|  194  |    67.34%    |    0.5942     |      65.23%       |      66.54%      |
|  195  |    67.39%    |    0.5734     |      65.22%       |      66.52%      |
|  196  |    67.33%    |    0.5861     |      65.44%       |      66.83%      |
|  197  |    67.42%    |    0.5789     |      65.23%       |      66.75%      |
|  198  |    67.38%    |    0.5880     |      65.20%       |      67.06%      |
|  199  |    67.47%    |    0.6071     |      65.22%       |      66.64%      |
|  200  |    67.45%    |    0.5820     |      65.24%       |      66.86%      |
